ENSMUST00000193198	ENSMUSG00000102628	Gm37671
ENSMUST00000135465	ENSMUSG00000027286	Lrrc57
ENSMUST00000133612	ENSMUSG00000027286	Lrrc57
ENSMUST00000141932	ENSMUSG00000027286	Lrrc57
ENSMUST00000140507	ENSMUSG00000047965	Rpl9-ps7
ENSMUST00000100043	ENSMUSG00000075304	Sp5
ENSMUST00000151851	ENSMUSG00000087264	Gad1os
ENSMUST00000154284	ENSMUSG00000087264	Gad1os
ENSMUST00000150702	ENSMUSG00000086515	Erich2os
ENSMUST00000137333	ENSMUSG00000027596	a
ENSMUST00000132342	ENSMUSG00000027596	a
ENSMUST00000109697	ENSMUSG00000027596	a
ENSMUST00000148402	ENSMUSG00000027596	a
ENSMUST00000029123	ENSMUSG00000027596	a
ENSMUST00000148300	ENSMUSG00000027596	a
ENSMUST00000028741	ENSMUSG00000027285	Haus2
ENSMUST00000124187	ENSMUSG00000027285	Haus2
ENSMUST00000110706	ENSMUSG00000027285	Haus2
ENSMUST00000100041	ENSMUSG00000075302	Erich2
ENSMUST00000134607	ENSMUSG00000075302	Erich2
ENSMUST00000123137	ENSMUSG00000075302	Erich2
ENSMUST00000136967	ENSMUSG00000075302	Erich2
ENSMUST00000153121	ENSMUSG00000075302	Erich2
ENSMUST00000191917	ENSMUSG00000104076	Gm37026
ENSMUST00000130870	ENSMUSG00000084897	Gm14226
ENSMUST00000180041	ENSMUSG00000033705	Stard9
ENSMUST00000140843	ENSMUSG00000033705	Stard9
ENSMUST00000229722	ENSMUSG00000033705	Stard9
ENSMUST00000070420	ENSMUSG00000033705	Stard9
ENSMUST00000154193	ENSMUSG00000033705	Stard9
ENSMUST00000141917	ENSMUSG00000033705	Stard9
ENSMUST00000129384	ENSMUSG00000033705	Stard9
ENSMUST00020183121	ENSMUSG00002075096	5S_rRNA
ENSMUST00000054607	ENSMUSG00000027597	Ahcy
ENSMUST00000137242	ENSMUSG00000027597	Ahcy
ENSMUST00000146367	ENSMUSG00000027597	Ahcy
ENSMUST00000209837	ENSMUSG00000109877	Gm45609
ENSMUST00000209333	ENSMUSG00000109877	Gm45609
ENSMUST00000209399	ENSMUSG00000109877	Gm45609
ENSMUST00000211423	ENSMUSG00000109877	Gm45609
ENSMUST00000209674	ENSMUSG00000109877	Gm45609
ENSMUST00000210176	ENSMUSG00000109877	Gm45609
ENSMUST00000211194	ENSMUSG00000109877	Gm45609
ENSMUST00000210144	ENSMUSG00000109877	Gm45609
ENSMUST00000142569	ENSMUSG00000087254	2310005A03Rik
ENSMUST00000094934	ENSMUSG00000070880	Gad1
ENSMUST00000130604	ENSMUSG00000070880	Gad1
ENSMUST00000148210	ENSMUSG00000070880	Gad1
ENSMUST00000130998	ENSMUSG00000070880	Gad1
ENSMUST00000155979	ENSMUSG00000070880	Gad1
ENSMUST00000140478	ENSMUSG00000070880	Gad1
ENSMUST00000130618	ENSMUSG00000070880	Gad1
ENSMUST00000123330	ENSMUSG00000070880	Gad1
ENSMUST00000153501	ENSMUSG00000086699	Gm16510
ENSMUST00000238702	ENSMUSG00000097025	Gm26558
ENSMUST00000180559	ENSMUSG00000097025	Gm26558
ENSMUST00000110700	ENSMUSG00000027284	Cdan1
ENSMUST00000148285	ENSMUSG00000027284	Cdan1
ENSMUST00000126753	ENSMUSG00000027284	Cdan1
ENSMUST00000124906	ENSMUSG00000027284	Cdan1
ENSMUST00000126133	ENSMUSG00000027284	Cdan1
ENSMUST00000152692	ENSMUSG00000027284	Cdan1
ENSMUST00000150860	ENSMUSG00000027284	Cdan1
ENSMUST00000136725	ENSMUSG00000027284	Cdan1
ENSMUST00000110701	ENSMUSG00000027284	Cdan1
ENSMUST00000126648	ENSMUSG00000027598	Itch
ENSMUST00000155360	ENSMUSG00000027598	Itch
ENSMUST00000029126	ENSMUSG00000027598	Itch
ENSMUST00000138468	ENSMUSG00000027598	Itch
ENSMUST00000142147	ENSMUSG00000027598	Itch
ENSMUST00000109685	ENSMUSG00000027598	Itch
ENSMUST00000123497	ENSMUSG00000027598	Itch
ENSMUST00000119431	ENSMUSG00000082596	Gm14227
ENSMUST00000054912	ENSMUSG00000047459	Dynlrb1
ENSMUST00000109682	ENSMUSG00000047459	Dynlrb1
ENSMUST00000150602	ENSMUSG00000047459	Dynlrb1
ENSMUST00000135831	ENSMUSG00000047459	Dynlrb1
ENSMUST00000029128	ENSMUSG00000027602	Map1lc3a
ENSMUST00000145086	ENSMUSG00000027602	Map1lc3a
ENSMUST00000154596	ENSMUSG00000027602	Map1lc3a
ENSMUST00000077626	ENSMUSG00000038383	Pigu
ENSMUST00000124419	ENSMUSG00000038383	Pigu
ENSMUST00000139854	ENSMUSG00000038383	Pigu
ENSMUST00000125334	ENSMUSG00000038383	Pigu
ENSMUST00000165234	ENSMUSG00000038383	Pigu
ENSMUST00000102261	ENSMUSG00000076216	Mir695
ENSMUST00000151466	ENSMUSG00000038375	Trp53inp2
ENSMUST00000043237	ENSMUSG00000038375	Trp53inp2
ENSMUST00000174685	ENSMUSG00000038375	Trp53inp2
ENSMUST00000173406	ENSMUSG00000038375	Trp53inp2
ENSMUST00000134218	ENSMUSG00000038375	Trp53inp2
ENSMUST00000112201	ENSMUSG00000014959	Gorasp2
ENSMUST00000028509	ENSMUSG00000014959	Gorasp2
ENSMUST00000112205	ENSMUSG00000014959	Gorasp2
ENSMUST00000136485	ENSMUSG00000014959	Gorasp2
ENSMUST00000130970	ENSMUSG00000014959	Gorasp2
ENSMUST00000133432	ENSMUSG00000014959	Gorasp2
ENSMUST00000057135	ENSMUSG00000090100	Ttbk2
ENSMUST00000028740	ENSMUSG00000090100	Ttbk2
ENSMUST00000143051	ENSMUSG00000090100	Ttbk2
ENSMUST00000131389	ENSMUSG00000090100	Ttbk2
ENSMUST00000141921	ENSMUSG00000090100	Ttbk2
ENSMUST00000085840	ENSMUSG00000090100	Ttbk2
ENSMUST00000038584	ENSMUSG00000041997	Tlk1
ENSMUST00000135128	ENSMUSG00000041997	Tlk1
ENSMUST00000124629	ENSMUSG00000041997	Tlk1
ENSMUST00000132542	ENSMUSG00000041997	Tlk1
ENSMUST00000133734	ENSMUSG00000041997	Tlk1
ENSMUST00000141707	ENSMUSG00000041997	Tlk1
ENSMUST00000152738	ENSMUSG00000041997	Tlk1
ENSMUST00000133643	ENSMUSG00000087519	AV039307
ENSMUST00000124795	ENSMUSG00000087519	AV039307
ENSMUST00000171483	ENSMUSG00000087519	AV039307
ENSMUST00000120668	ENSMUSG00000082303	Gm13633
ENSMUST00000150119	ENSMUSG00000085868	Gm13632
ENSMUST00000109670	ENSMUSG00000038369	Ncoa6
ENSMUST00000123293	ENSMUSG00000038369	Ncoa6
ENSMUST00000134508	ENSMUSG00000038369	Ncoa6
ENSMUST00000109669	ENSMUSG00000038369	Ncoa6
ENSMUST00000146942	ENSMUSG00000038369	Ncoa6
ENSMUST00000143909	ENSMUSG00000038369	Ncoa6
ENSMUST00000141928	ENSMUSG00000038369	Ncoa6
ENSMUST00000043126	ENSMUSG00000038369	Ncoa6
ENSMUST00000116491	ENSMUSG00000080237	Gm14239
ENSMUST00000120227	ENSMUSG00000083341	Gm14238
ENSMUST00000029131	ENSMUSG00000027603	Ggt7
ENSMUST00000138033	ENSMUSG00000027603	Ggt7
ENSMUST00000148296	ENSMUSG00000027603	Ggt7
ENSMUST00000176117	ENSMUSG00000027603	Ggt7
ENSMUST00000147601	ENSMUSG00000027603	Ggt7
ENSMUST00000028728	ENSMUSG00000027272	Ubr1
ENSMUST00000133408	ENSMUSG00000027272	Ubr1
ENSMUST00000138824	ENSMUSG00000027272	Ubr1
ENSMUST00000154023	ENSMUSG00000027272	Ubr1
ENSMUST00000129790	ENSMUSG00000027272	Ubr1
ENSMUST00000135891	ENSMUSG00000027272	Ubr1
ENSMUST00000153868	ENSMUSG00000027272	Ubr1
ENSMUST00000192949	ENSMUSG00000026773	Pfkfb3
ENSMUST00000179584	ENSMUSG00000026773	Pfkfb3
ENSMUST00000028114	ENSMUSG00000026773	Pfkfb3
ENSMUST00000114846	ENSMUSG00000026773	Pfkfb3
ENSMUST00000195779	ENSMUSG00000026773	Pfkfb3
ENSMUST00000150086	ENSMUSG00000026773	Pfkfb3
ENSMUST00000183869	ENSMUSG00000026773	Pfkfb3
ENSMUST00000170196	ENSMUSG00000026773	Pfkfb3
ENSMUST00000191668	ENSMUSG00000026773	Pfkfb3
ENSMUST00000049849	ENSMUSG00000026773	Pfkfb3
ENSMUST00000114844	ENSMUSG00000026773	Pfkfb3
ENSMUST00000100411	ENSMUSG00000026773	Pfkfb3
ENSMUST00000192844	ENSMUSG00000026773	Pfkfb3
ENSMUST00000191726	ENSMUSG00000026773	Pfkfb3
ENSMUST00000192827	ENSMUSG00000026773	Pfkfb3
ENSMUST00000155167	ENSMUSG00000026773	Pfkfb3
ENSMUST00000140580	ENSMUSG00000026773	Pfkfb3
ENSMUST00000144921	ENSMUSG00000026773	Pfkfb3
ENSMUST00000145970	ENSMUSG00000026773	Pfkfb3
ENSMUST00000114845	ENSMUSG00000026773	Pfkfb3
ENSMUST00000171188	ENSMUSG00000026773	Pfkfb3
ENSMUST00000192087	ENSMUSG00000102329	Gm10851
ENSMUST00000195494	ENSMUSG00000102376	Gm37975
ENSMUST00000067582	ENSMUSG00000054484	Tmem62
ENSMUST00000139428	ENSMUSG00000054484	Tmem62
ENSMUST00000110686	ENSMUSG00000054484	Tmem62
ENSMUST00000123656	ENSMUSG00000054484	Tmem62
ENSMUST00000130010	ENSMUSG00000054484	Tmem62
ENSMUST00000147347	ENSMUSG00000054484	Tmem62
ENSMUST00000135599	ENSMUSG00000054484	Tmem62
ENSMUST00020183634	ENSMUSG00002075710	ENSMUSG00002075710
ENSMUST00000083949	ENSMUSG00000065883	U3
ENSMUST00000100037	ENSMUSG00000041975	Mettl8
ENSMUST00000112179	ENSMUSG00000041975	Mettl8
ENSMUST00000148876	ENSMUSG00000041975	Mettl8
ENSMUST00000112186	ENSMUSG00000041975	Mettl8
ENSMUST00000121586	ENSMUSG00000041975	Mettl8
ENSMUST00000140293	ENSMUSG00000041975	Mettl8
ENSMUST00000149181	ENSMUSG00000041975	Mettl8
ENSMUST00000124781	ENSMUSG00000041975	Mettl8
ENSMUST00000090849	ENSMUSG00000041975	Mettl8
ENSMUST00000124208	ENSMUSG00000041975	Mettl8
ENSMUST00000124273	ENSMUSG00000041975	Mettl8
ENSMUST00000040314	ENSMUSG00000037197	Rbm17
ENSMUST00000125808	ENSMUSG00000037197	Rbm17
ENSMUST00000150369	ENSMUSG00000037197	Rbm17
ENSMUST00000131036	ENSMUSG00000037197	Rbm17
ENSMUST00000195047	ENSMUSG00000037197	Rbm17
ENSMUST00000156469	ENSMUSG00000037197	Rbm17
ENSMUST00000117797	ENSMUSG00000082727	Gm13260
ENSMUST00000166779	ENSMUSG00000091312	Gm17490
ENSMUST00000028111	ENSMUSG00000026770	Il2ra
ENSMUST00000150890	ENSMUSG00000026770	Il2ra
ENSMUST00000195427	ENSMUSG00000026770	Il2ra
ENSMUST00000193001	ENSMUSG00000104101	Gm37881
ENSMUST00000029135	ENSMUSG00000027605	Acss2
ENSMUST00000149788	ENSMUSG00000027605	Acss2
ENSMUST00000065973	ENSMUSG00000027605	Acss2
ENSMUST00000131054	ENSMUSG00000027605	Acss2
ENSMUST00000103142	ENSMUSG00000027605	Acss2
ENSMUST00000133654	ENSMUSG00000027605	Acss2
ENSMUST00000143169	ENSMUSG00000027605	Acss2
ENSMUST00000151781	ENSMUSG00000027605	Acss2
ENSMUST00000153975	ENSMUSG00000027605	Acss2
ENSMUST00000148870	ENSMUSG00000027605	Acss2
ENSMUST00000177439	ENSMUSG00000093624	Mipep-ps
ENSMUST00000175715	ENSMUSG00000093687	Gm20637
ENSMUST00000148685	ENSMUSG00000086529	Acss2os
ENSMUST00000079691	ENSMUSG00000027610	Gss
ENSMUST00000130881	ENSMUSG00000027610	Gss
ENSMUST00000175993	ENSMUSG00000027610	Gss
ENSMUST00000140860	ENSMUSG00000027610	Gss
ENSMUST00000126322	ENSMUSG00000027610	Gss
ENSMUST00000176415	ENSMUSG00000027610	Gss
ENSMUST00000157008	ENSMUSG00000027610	Gss
ENSMUST00000155347	ENSMUSG00000027610	Gss
ENSMUST00000137305	ENSMUSG00000027610	Gss
ENSMUST00000130859	ENSMUSG00000085317	Gssos2
ENSMUST00000155884	ENSMUSG00000085317	Gssos2
ENSMUST00000142509	ENSMUSG00000085010	Gssos1
ENSMUST00000144649	ENSMUSG00000087616	Gm14257
ENSMUST00000060455	ENSMUSG00000023572	Ccndbp1
ENSMUST00000099489	ENSMUSG00000023572	Ccndbp1
ENSMUST00000099488	ENSMUSG00000023572	Ccndbp1
ENSMUST00000151532	ENSMUSG00000023572	Ccndbp1
ENSMUST00000140468	ENSMUSG00000023572	Ccndbp1
ENSMUST00000135036	ENSMUSG00000023572	Ccndbp1
ENSMUST00000129717	ENSMUSG00000023572	Ccndbp1
ENSMUST00000171260	ENSMUSG00000023572	Ccndbp1
ENSMUST00000130292	ENSMUSG00000041966	Dcaf17
ENSMUST00000154704	ENSMUSG00000041966	Dcaf17
ENSMUST00000135357	ENSMUSG00000041966	Dcaf17
ENSMUST00000064141	ENSMUSG00000041966	Dcaf17
ENSMUST00000112159	ENSMUSG00000041966	Dcaf17
ENSMUST00000112167	ENSMUSG00000041966	Dcaf17
ENSMUST00000102701	ENSMUSG00000041966	Dcaf17
ENSMUST00000136299	ENSMUSG00000041966	Dcaf17
ENSMUST00000132619	ENSMUSG00000041966	Dcaf17
ENSMUST00000092995	ENSMUSG00000074652	Myh7b
ENSMUST00000124415	ENSMUSG00000074652	Myh7b
ENSMUST00000154656	ENSMUSG00000074652	Myh7b
ENSMUST00000102357	ENSMUSG00000076312	Mir499
ENSMUST00000028403	ENSMUSG00000027015	Cybrd1
ENSMUST00000123335	ENSMUSG00000026790	Odf2
ENSMUST00000148883	ENSMUSG00000026790	Odf2
ENSMUST00000113767	ENSMUSG00000026790	Odf2
ENSMUST00000113763	ENSMUSG00000026790	Odf2
ENSMUST00000113757	ENSMUSG00000026790	Odf2
ENSMUST00000113756	ENSMUSG00000026790	Odf2
ENSMUST00000184845	ENSMUSG00000026790	Odf2
ENSMUST00000126103	ENSMUSG00000026790	Odf2
ENSMUST00000133233	ENSMUSG00000026790	Odf2
ENSMUST00000113759	ENSMUSG00000026790	Odf2
ENSMUST00000113755	ENSMUSG00000026790	Odf2
ENSMUST00000153216	ENSMUSG00000026790	Odf2
ENSMUST00000137558	ENSMUSG00000026790	Odf2
ENSMUST00000046571	ENSMUSG00000026790	Odf2
ENSMUST00000028128	ENSMUSG00000026790	Odf2
ENSMUST00000150827	ENSMUSG00000026790	Odf2
ENSMUST00000113762	ENSMUSG00000026790	Odf2
ENSMUST00000113765	ENSMUSG00000026790	Odf2
ENSMUST00000113764	ENSMUSG00000026790	Odf2
ENSMUST00000130899	ENSMUSG00000026790	Odf2
ENSMUST00000129960	ENSMUSG00000026790	Odf2
ENSMUST00000152932	ENSMUSG00000026790	Odf2
ENSMUST00000131165	ENSMUSG00000026790	Odf2
ENSMUST00000152503	ENSMUSG00000026790	Odf2
ENSMUST00000152026	ENSMUSG00000026790	Odf2
ENSMUST00020183029	ENSMUSG00002075873	U6
ENSMUST00000102490	ENSMUSG00000023216	Epb42
ENSMUST00000023987	ENSMUSG00000023216	Epb42
ENSMUST00000124703	ENSMUSG00000023216	Epb42
ENSMUST00000147444	ENSMUSG00000023216	Epb42
ENSMUST00000152217	ENSMUSG00000023216	Epb42
ENSMUST00000128360	ENSMUSG00000023216	Epb42
ENSMUST00000145812	ENSMUSG00000023216	Epb42
ENSMUST00000028721	ENSMUSG00000053675	Tgm5
ENSMUST00000142674	ENSMUSG00000053675	Tgm5
ENSMUST00000119778	ENSMUSG00000081313	Gm14213
ENSMUST00000019859	ENSMUSG00000019715	Gle1
ENSMUST00000154490	ENSMUSG00000019715	Gle1
ENSMUST00000148983	ENSMUSG00000019715	Gle1
ENSMUST00000123608	ENSMUSG00000019715	Gle1
ENSMUST00000149730	ENSMUSG00000019715	Gle1
ENSMUST00000124687	ENSMUSG00000019715	Gle1
ENSMUST00000127390	ENSMUSG00000019715	Gle1
ENSMUST00000110675	ENSMUSG00000079103	Tgm7
ENSMUST00000238428	ENSMUSG00000079103	Tgm7
ENSMUST00000110674	ENSMUSG00000074890	Lcmt2
ENSMUST00000099486	ENSMUSG00000074890	Lcmt2
ENSMUST00000158384	ENSMUSG00000089009	Gm23858
ENSMUST00000149964	ENSMUSG00000016346	Kcnq2
ENSMUST00000016491	ENSMUSG00000016346	Kcnq2
ENSMUST00000197015	ENSMUSG00000016346	Kcnq2
ENSMUST00000081528	ENSMUSG00000016346	Kcnq2
ENSMUST00000049792	ENSMUSG00000016346	Kcnq2
ENSMUST00000103048	ENSMUSG00000016346	Kcnq2
ENSMUST00000103047	ENSMUSG00000016346	Kcnq2
ENSMUST00000103051	ENSMUSG00000016346	Kcnq2
ENSMUST00000129695	ENSMUSG00000016346	Kcnq2
ENSMUST00000103049	ENSMUSG00000016346	Kcnq2
ENSMUST00000103050	ENSMUSG00000016346	Kcnq2
ENSMUST00000197599	ENSMUSG00000016346	Kcnq2
ENSMUST00000152099	ENSMUSG00000016346	Kcnq2
ENSMUST00000145861	ENSMUSG00000016346	Kcnq2
ENSMUST00000129073	ENSMUSG00000016346	Kcnq2
ENSMUST00000144592	ENSMUSG00000016346	Kcnq2
ENSMUST00000139458	ENSMUSG00000016346	Kcnq2
ENSMUST00000154164	ENSMUSG00000016346	Kcnq2
ENSMUST00000123336	ENSMUSG00000016346	Kcnq2
ENSMUST00000129361	ENSMUSG00000016346	Kcnq2
ENSMUST00000140789	ENSMUSG00000016346	Kcnq2
ENSMUST00000138349	ENSMUSG00000023206	Il15ra
ENSMUST00000091456	ENSMUSG00000023206	Il15ra
ENSMUST00000135341	ENSMUSG00000023206	Il15ra
ENSMUST00000128156	ENSMUSG00000023206	Il15ra
ENSMUST00000130245	ENSMUSG00000023206	Il15ra
ENSMUST00000191662	ENSMUSG00000023206	Il15ra
ENSMUST00000148748	ENSMUSG00000023206	Il15ra
ENSMUST00000126394	ENSMUSG00000023206	Il15ra
ENSMUST00000138856	ENSMUSG00000023206	Il15ra
ENSMUST00000124448	ENSMUSG00000023206	Il15ra
ENSMUST00000078834	ENSMUSG00000023206	Il15ra
ENSMUST00000114834	ENSMUSG00000023206	Il15ra
ENSMUST00000114833	ENSMUSG00000023206	Il15ra
ENSMUST00000114831	ENSMUSG00000023206	Il15ra
ENSMUST00000114832	ENSMUSG00000023206	Il15ra
ENSMUST00000133975	ENSMUSG00000023206	Il15ra
ENSMUST00000123600	ENSMUSG00000023206	Il15ra
ENSMUST00000139774	ENSMUSG00000023206	Il15ra
ENSMUST00000041059	ENSMUSG00000038324	Trpc4ap
ENSMUST00000103140	ENSMUSG00000038324	Trpc4ap
ENSMUST00000153246	ENSMUSG00000038324	Trpc4ap
ENSMUST00000143115	ENSMUSG00000038324	Trpc4ap
ENSMUST00000152548	ENSMUSG00000038324	Trpc4ap
ENSMUST00000146484	ENSMUSG00000038324	Trpc4ap
ENSMUST00000140370	ENSMUSG00000038324	Trpc4ap
ENSMUST00000130755	ENSMUSG00000038324	Trpc4ap
ENSMUST00000147913	ENSMUSG00000038324	Trpc4ap
ENSMUST00000136764	ENSMUSG00000038324	Trpc4ap
ENSMUST00000158070	ENSMUSG00000088695	Gm22334
ENSMUST00000055990	ENSMUSG00000016349	Eef1a2
ENSMUST00000122747	ENSMUSG00000084696	Gm24892
ENSMUST00000040833	ENSMUSG00000038312	Edem2
ENSMUST00000139868	ENSMUSG00000038312	Edem2
ENSMUST00000148571	ENSMUSG00000038312	Edem2
ENSMUST00000131350	ENSMUSG00000038312	Edem2
ENSMUST00000166589	ENSMUSG00000092123	Gm17581
ENSMUST00000029140	ENSMUSG00000027611	Procr
ENSMUST00000143493	ENSMUSG00000027611	Procr
ENSMUST00000155095	ENSMUSG00000027611	Procr
ENSMUST00000132608	ENSMUSG00000027611	Procr
ENSMUST00000029141	ENSMUSG00000027612	Mmp24
ENSMUST00000135945	ENSMUSG00000027612	Mmp24
ENSMUST00000124586	ENSMUSG00000074649	BC029722
ENSMUST00000016488	ENSMUSG00000016344	Ppdpf
ENSMUST00000127971	ENSMUSG00000016344	Ppdpf
ENSMUST00000108841	ENSMUSG00000016344	Ppdpf
ENSMUST00000146089	ENSMUSG00000016344	Ppdpf
ENSMUST00000138800	ENSMUSG00000016344	Ppdpf
ENSMUST00000135011	ENSMUSG00000016344	Ppdpf
ENSMUST00000139292	ENSMUSG00000058594	Fbh1
ENSMUST00000071564	ENSMUSG00000058594	Fbh1
ENSMUST00000155604	ENSMUSG00000058594	Fbh1
ENSMUST00000123717	ENSMUSG00000058594	Fbh1
ENSMUST00000131893	ENSMUSG00000058594	Fbh1
ENSMUST00000136633	ENSMUSG00000058594	Fbh1
ENSMUST00000123723	ENSMUSG00000058594	Fbh1
ENSMUST00000192171	ENSMUSG00000058594	Fbh1
ENSMUST00000126543	ENSMUSG00000058594	Fbh1
ENSMUST00000151402	ENSMUSG00000058594	Fbh1
ENSMUST00000016511	ENSMUSG00000038751	Ptk6
ENSMUST00000029142	ENSMUSG00000027613	Eif6
ENSMUST00000109638	ENSMUSG00000027613	Eif6
ENSMUST00000134811	ENSMUSG00000027613	Eif6
ENSMUST00000138962	ENSMUSG00000027613	Eif6
ENSMUST00000134278	ENSMUSG00000027613	Eif6
ENSMUST00000129830	ENSMUSG00000027613	Eif6
ENSMUST00000154841	ENSMUSG00000027613	Eif6
ENSMUST00000141926	ENSMUSG00000086754	Gm16098
ENSMUST00000016498	ENSMUSG00000027579	Srms
ENSMUST00000117287	ENSMUSG00000083993	Gm14398
ENSMUST00000029143	ENSMUSG00000074647	Fam83c
ENSMUST00000239423	ENSMUSG00000074647	Fam83c
ENSMUST00000050026	ENSMUSG00000047841	Fndc11
ENSMUST00000108835	ENSMUSG00000047841	Fndc11
ENSMUST00000119031	ENSMUSG00000027259	Adal
ENSMUST00000028702	ENSMUSG00000027259	Adal
ENSMUST00000110665	ENSMUSG00000027259	Adal
ENSMUST00000130221	ENSMUSG00000027259	Adal
ENSMUST00000146750	ENSMUSG00000027259	Adal
ENSMUST00000152164	ENSMUSG00000027259	Adal
ENSMUST00000147271	ENSMUSG00000027259	Adal
ENSMUST00000110662	ENSMUSG00000027259	Adal
ENSMUST00000156132	ENSMUSG00000027259	Adal
ENSMUST00000066155	ENSMUSG00000027259	Adal
ENSMUST00000110661	ENSMUSG00000050619	Zscan29
ENSMUST00000079024	ENSMUSG00000050619	Zscan29
ENSMUST00000156370	ENSMUSG00000050619	Zscan29
ENSMUST00000146243	ENSMUSG00000050619	Zscan29
ENSMUST00000163766	ENSMUSG00000050619	Zscan29
ENSMUST00000130186	ENSMUSG00000047909	Ankrd16
ENSMUST00000056108	ENSMUSG00000047909	Ankrd16
ENSMUST00000150213	ENSMUSG00000047909	Ankrd16
ENSMUST00000125024	ENSMUSG00000047909	Ankrd16
ENSMUST00000156067	ENSMUSG00000047909	Ankrd16
ENSMUST00000150320	ENSMUSG00000047909	Ankrd16
ENSMUST00000133664	ENSMUSG00000047909	Ankrd16
ENSMUST00000194100	ENSMUSG00000047909	Ankrd16
ENSMUST00000145547	ENSMUSG00000047909	Ankrd16
ENSMUST00000148498	ENSMUSG00000047909	Ankrd16
ENSMUST00000128774	ENSMUSG00000047909	Ankrd16
ENSMUST00000142622	ENSMUSG00000047909	Ankrd16
ENSMUST00000193884	ENSMUSG00000103542	Gm34768
ENSMUST00000120962	ENSMUSG00000080801	Gm13310
ENSMUST00000094203	ENSMUSG00000027580	Helz2
ENSMUST00000155049	ENSMUSG00000027580	Helz2
ENSMUST00000121484	ENSMUSG00000027580	Helz2
ENSMUST00000149417	ENSMUSG00000027580	Helz2
ENSMUST00000108831	ENSMUSG00000027580	Helz2
ENSMUST00000028106	ENSMUSG00000026768	Itga8
ENSMUST00000172791	ENSMUSG00000026768	Itga8
ENSMUST00000148055	ENSMUSG00000026768	Itga8
ENSMUST00000129370	ENSMUSG00000026768	Itga8
ENSMUST00000172716	ENSMUSG00000026768	Itga8
ENSMUST00000141477	ENSMUSG00000026768	Itga8
ENSMUST00000130548	ENSMUSG00000026768	Itga8
ENSMUST00000192947	ENSMUSG00000104174	Gm37701
ENSMUST00000148089	ENSMUSG00000086843	E030013I19Rik
ENSMUST00000150037	ENSMUSG00000086843	E030013I19Rik
ENSMUST00000136933	ENSMUSG00000005882	Uqcc1
ENSMUST00000152818	ENSMUSG00000005882	Uqcc1
ENSMUST00000151078	ENSMUSG00000005882	Uqcc1
ENSMUST00000109632	ENSMUSG00000005882	Uqcc1
ENSMUST00000109636	ENSMUSG00000005882	Uqcc1
ENSMUST00000152766	ENSMUSG00000005882	Uqcc1
ENSMUST00000161484	ENSMUSG00000005882	Uqcc1
ENSMUST00000006036	ENSMUSG00000005882	Uqcc1
ENSMUST00000109631	ENSMUSG00000005882	Uqcc1
ENSMUST00000139232	ENSMUSG00000005882	Uqcc1
ENSMUST00000123790	ENSMUSG00000005882	Uqcc1
ENSMUST00000133726	ENSMUSG00000005882	Uqcc1
ENSMUST00000141501	ENSMUSG00000005882	Uqcc1
ENSMUST00000146995	ENSMUSG00000005882	Uqcc1
ENSMUST00000159238	ENSMUSG00000005882	Uqcc1
ENSMUST00000162258	ENSMUSG00000005882	Uqcc1
ENSMUST00000162749	ENSMUSG00000005882	Uqcc1
ENSMUST00000155680	ENSMUSG00000005882	Uqcc1
ENSMUST00000142655	ENSMUSG00000005882	Uqcc1
ENSMUST00000049032	ENSMUSG00000038705	Gmeb2
ENSMUST00000141110	ENSMUSG00000038705	Gmeb2
ENSMUST00000147665	ENSMUSG00000038705	Gmeb2
ENSMUST00000141003	ENSMUSG00000038705	Gmeb2
ENSMUST00000130475	ENSMUSG00000038705	Gmeb2
ENSMUST00000123148	ENSMUSG00000038705	Gmeb2
ENSMUST00000119008	ENSMUSG00000084033	Gm7645
ENSMUST00000109629	ENSMUSG00000078972	Gm15557
ENSMUST00000040162	ENSMUSG00000038259	Gdf5
ENSMUST00000103045	ENSMUSG00000027581	Stmn3
ENSMUST00000039541	ENSMUSG00000027263	Tubgcp4
ENSMUST00000110658	ENSMUSG00000027263	Tubgcp4
ENSMUST00000138601	ENSMUSG00000027263	Tubgcp4
ENSMUST00000144076	ENSMUSG00000027263	Tubgcp4
ENSMUST00000154633	ENSMUSG00000027263	Tubgcp4
ENSMUST00000110657	ENSMUSG00000027263	Tubgcp4
ENSMUST00000143305	ENSMUSG00000027263	Tubgcp4
ENSMUST00000144123	ENSMUSG00000027263	Tubgcp4
ENSMUST00000133773	ENSMUSG00000027263	Tubgcp4
ENSMUST00000135555	ENSMUSG00000027263	Tubgcp4
ENSMUST00000130929	ENSMUSG00000027263	Tubgcp4
ENSMUST00000143320	ENSMUSG00000027263	Tubgcp4
ENSMUST00000126817	ENSMUSG00000027263	Tubgcp4
ENSMUST00000154318	ENSMUSG00000027263	Tubgcp4
ENSMUST00000186659	ENSMUSG00000027263	Tubgcp4
ENSMUST00000155530	ENSMUSG00000026767	Mindy3
ENSMUST00000129489	ENSMUSG00000026767	Mindy3
ENSMUST00000154899	ENSMUSG00000026767	Mindy3
ENSMUST00000194533	ENSMUSG00000026767	Mindy3
ENSMUST00000028105	ENSMUSG00000026767	Mindy3
ENSMUST00000144645	ENSMUSG00000026767	Mindy3
ENSMUST00000135397	ENSMUSG00000026767	Mindy3
ENSMUST00000137082	ENSMUSG00000026767	Mindy3
ENSMUST00000195084	ENSMUSG00000026767	Mindy3
